transaction_id,event_ids,chain,tx_hash,block_number,timestamp,from_address,to_address,transaction_role,anomaly_type,description,label_status,review_status,asset_movements,amount_description,counterpart_transactions,pairing_status,reference_urls,notes
TXN-000219,"[""EVT-000147""]",Ethereum,0x374ceb56bbfed3a8611c2be069695e4ce88fba9d31ac63c747754ce38c8175f2,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],80,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000220,"[""EVT-000042""]",Ethereum,0x37cc766d5bc73a95069d488e21902efe459600b6e714b75a8204601d9573e005,,,,,"[""process_release"",""withdraw""]","[""M1_control_plane"",""Off-chain""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000221,"[""EVT-000121""]",Ethereum,0x37d9b911ef710be851a2e08e1cfc61c2544db0f208faeade29ee98cc7506ccc2,,,,,"[""attack_or_exploit_tx""]","[""CrossCurve Bridge Hack Axelar expressExecute""]",,candidate_anomaly,pending,[],,[],unpaired,[],
TXN-000222,"[""EVT-000042""]",Ethereum,0x383e7e2b15a47bf1206fe21dbb8f71a2ec04bc430cd7d8656444754f96ed9ae9,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],20000000000;20000000000.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000223,"[""EVT-000042""]",Ethereum,0x39b107d43d88f1120e4310818c6c1e797125cf202faa299b81c8714e5c3d6691,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],200000000000000000000;2e+20,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000224,"[""EVT-000007""]",Ethereum,0x39decf95d9d9728f80ab0bda1bdfeee85cce98bba39b66790a2202619b44bc9f,,,,,"[""deposit"",""lock"",""secondary"",""source-side""]","[""Attack contract emitted fake ETH deposits that Bifrost credited although value was diverted back to the attacker."",""Fake Lock Event"",""Insecure call permission"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x39decf95d9d9728f80ab0bda1bdfeee85cce98bba39b66790a2202619b44bc9f"",""https://github.com/Xscope-Tool/Results#thorchain--2"",""https://medium.com/thorchain/post-mortem-eth-router-exploits-1-2-and-premature-return-to-trading-incident-2908928c5fb""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000225,"[""EVT-000141""]",Ethereum,0x3a1ac28fcba48bc80e5f2a896c56915c46b0f72569dc348c8d84a64038706fb0,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],1,[],unpaired,"[""https://hacked.slowmist.io/?c=Bridge&page=2"",""https://ourcryptotalk.com/news/butter-bridge-exploit-mints-1-quadrillion-mapo-tokens""]",
TXN-000226,"[""EVT-000007""]",Ethereum,0x3c0377b41d3b0d709cf5fe15767422b91faab724a12816c4650833e551406e36,,,,,"[""deposit"",""lock""]","[""Fake Lock Event"",""Insecure call permission"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000227,"[""EVT-000004""]",Ethereum,0x3c4d109e786d996f4cc8f53625092ea647f2cf3d95548bdd9350ca9c39fbb6cc,,,,,"[""Withdraw"",""local_disposition_or_other_version""]","[""M6_target_release"",""Withdraw""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000228,"[""EVT-000042""]",Ethereum,0x3c924c25751355aa11edfb4fcd388bfec7130f22d24dd3a9e22adf91a747cbcd,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],1049947188403;1049947188403.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000229,"[""EVT-000007""]",Ethereum,0x3d4c09bcf91f48a2de347c95f9aaa0d880ed796fa97dd28d9ec4a362b8697b8c,,,,,"[""deposit"",""lock"",""secondary"",""source-side""]","[""Attack contract emitted fake ETH deposits that Bifrost credited although value was diverted back to the attacker."",""Fake Lock Event"",""Insecure call permission"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x3d4c09bcf91f48a2de347c95f9aaa0d880ed796fa97dd28d9ec4a362b8697b8c"",""https://github.com/Xscope-Tool/Results#thorchain--2"",""https://medium.com/thorchain/post-mortem-eth-router-exploits-1-2-and-premature-return-to-trading-incident-2908928c5fb""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000230,"[""EVT-000042""]",Ethereum,0x3d7aac4388d0374c2ab46f23da61caa289761b0d976b27ea27d1390d78994823,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],1049947188403;1049947188403.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000231,"[""EVT-000004""]",Ethereum,0x3da66a925df9eef195b7e014f73bd582cbe32774f727f5e5973643608c45957a,,,,,"[""Withdraw"",""local_disposition_or_other_version""]","[""M6_target_release"",""Withdraw""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000232,"[""EVT-000042""]",Ethereum,0x3dbed4a1b95a414a7ff409c27df9d020338d137380ccd14a6069ea17723b0e37,,,,,"[""attack_seed""]",[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://de.fi/blog/report-49-billion-lost-in-crypto-in-2022-infographics-a2e83b662196""]",
TXN-000233,"[""EVT-000022""]",Ethereum,0x3dfa33b5c6150bf3d64f49cb97eba351f99e4dff7119ef458e40f51160bf77ec,,,,,"[""attack_seed"",""lock"",""source_deposit""]","[""Fake Lock Event"",""M5_source_authenticity"",""Unrealized fallback logic""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://qbt.wiki/en/incident/technical-analysis/""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000234,"[""EVT-000042""]",Ethereum,0x3f9083e432932d83e5b4560203b5a24395bcb24ae3eac0356ee3ca52665b518f,,,,,"[""message-processing"",""mint_or_release"",""secondary"",""withdrawal""]","[""Replica's zero trusted-root initialization allowed an unauthorized message to be processed and bridge assets to be released""]",,candidate_anomaly,pending,[],10000000000;10000000000.0,[],unpaired,"[""https://etherscan.io/tx/0x3f9083e432932d83e5b4560203b5a24395bcb24ae3eac0356ee3ca52665b518f"",""https://github.com/nomad-xyz/hack-data/blob/main/analysis/hack/transaction_hashes.json"",""https://www.coinbase.com/en-gb/blog/nomad-bridge-incident-analysis""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000235,"[""EVT-000042""]",Ethereum,0x40163166dfeaab8ee80e7b0acc62768cef84b7047b42b09827b29a8d77f383a9,,,,,"[""message-processing"",""mint_or_release"",""secondary"",""withdrawal""]","[""Same zero-root/proof-bypass allowed replay/copycat processing of an unauthorized bridge message""]",,candidate_anomaly,pending,[],10000000000;10000000000.0,[],unpaired,"[""https://etherscan.io/tx/0x40163166dfeaab8ee80e7b0acc62768cef84b7047b42b09827b29a8d77f383a9"",""https://github.com/nomad-xyz/hack-data/blob/main/analysis/hack/transaction_hashes.json"",""https://www.coinbase.com/en-gb/blog/nomad-bridge-incident-analysis""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000236,"[""EVT-000042""]",Ethereum,0x40240be1bf54ae0145249b7c590569f0d1ec18a557060529ab7e358dbad03dd1,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],202440725413;202440725413.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000237,"[""EVT-000042""]",Ethereum,0x409ec37dca7f9780304e10e5cea7c137b9e1a76908e06b8eca34bcc95ac03c8b,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],1049947188403;1049947188403.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000238,"[""EVT-000004""]",Ethereum,0x4160f217e7cd4cf3806fb0c3b6f3a596f6aa491a57a7e96aab58ede7f0d2d893,,,,,"[""Withdraw"",""local_disposition_or_other_version""]","[""M6_target_release"",""Withdraw""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000239,"[""EVT-000042""]",Ethereum,0x430056979cc900f4223eb02172d185dfc101ddc69af77c10f3aa550fd8b8195e,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],200000000000000000000;2e+20,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000240,"[""EVT-000029""]",Ethereum,0x431136dd361557abe34fe4685a278654e9e1bc7547a40719b348c096c5092d2b,,,,,[],[],,excluded,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x431136dd361557abe34fe4685a278654e9e1bc7547a40719b348c096c5092d2b""]",
TXN-000241,"[""EVT-000076""]",Ethereum,0x43436bda86fcb9fb4869eda6481a6e638b97cabbfaed00c6ddbb15d2a0be8a9d,,,,,"[""custody-outflow"",""secondary"",""unauthorized_bridge_operator_withdrawal""]","[""Compromise or misuse of the privileged HECO bridge operator key.""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x43436bda86fcb9fb4869eda6481a6e638b97cabbfaed00c6ddbb15d2a0be8a9d"",""https://www.certik.com/blog/heco-bridge-exploit"",""https://www.htx.com/zh-cn/support/104954980569005""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000242,"[""EVT-000039""]",Ethereum,0x44252f08ad2ccb6b655535c02ec2a7123564644bed28b6d79d26339850599d15,,,,,"[""attack_seed""]",[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://rekt.news/harmony-rekt/""]",
TXN-000243,"[""EVT-000039""]",Ethereum,0x44256bb81181bcaf7b5662614c7ee5f6c30d14e1c8239f006f84864a9cda9f77,,,,,"[""bridge_multisig_execution"",""destination-side"",""primary""]","[""Compromised validator keys satisfied the 2-of-5 multisig and executed an unauthorized bridge withdrawal.""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x44256bb81181bcaf7b5662614c7ee5f6c30d14e1c8239f006f84864a9cda9f77"",""https://medium.com/harmony-one/harmonys-horizon-bridge-hack-1e8d283b6d66"",""https://www.merklescience.com/blog/hack-track-analysis-of-harmonys-horizon-bridge-exploit""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000244,"[""EVT-000004""]",Ethereum,0x444d1adb5fbae1ab7655194119f22ce4307618e01dcdf85cf11e91442c13bd11,,,,,"[""Withdraw"",""local_disposition_or_other_version""]","[""M6_target_release"",""Withdraw""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000245,"[""EVT-000068""]",Ethereum,0x448f2a6a6c071cdce254937e06305a033538e1aeb9339227d0e59e0458e6185c,,,,,"[""custody-outflow"",""secondary""]","[""Successful direct transfer moved 1023.8 WBTC from the Multichain Fantom-bridge MPC/custody address to fresh recipient 0x622e...7bA0.""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x448f2a6a6c071cdce254937e06305a033538e1aeb9339227d0e59e0458e6185c"",""https://twitter.com/MultichainOrg/status/1677096839731097600"",""https://www.chaincatcher.com/article/2096407""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000246,"[""EVT-000151""]",Ethereum,0x451423923ab3df56ce436a921d34d782681cf698b72ca61ad6b8a8b2aeee53b7,,,,,"[""Asset Extraction""]","[""Abnormal Withdrawal/Release""]",,candidate_anomaly,pending,[],1990000,[],unpaired,"[""https://hacked.slowmist.io/?c=Bridge"",""https://paragraph.com/@taiko-labs/taiko-security-incident-a-postmortem-and-next-steps""]",
TXN-000247,"[""EVT-000122""]",Ethereum,0x451c8c62d1fbc08258a0eaad73668e1ad75fd4d57caa3da4f16f1d060397f98f,,,,,[],[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://nomoslabs.io/archive/iotex-2026""]",
TXN-000248,"[""EVT-000143""]",Ethereum,0x469274f4edd45ec3284bf60de8eb30086222745f8f8c8b6a955137feed41281d,,,,,"[""Asset Extraction""]","[""Abnormal Withdrawal/Release""]",,candidate_anomaly,pending,[],434072,[],unpaired,"[""https://hacked.slowmist.io/?c=Bridge"",""https://www.quillaudits.com/blog/hack-analysis/gravity-bridge-demon-mapping-poisoning""]",
TXN-000249,"[""EVT-000042""]",Ethereum,0x46d66b217d0710676cfd076bb2e81b9c209ea43cdacd79472234480819ec1bef,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],1049947188403;1049947188403.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000250,"[""EVT-000076""]",Ethereum,0x46f2ebab3a3195d2c790e45dfbb24bb38bb7886caafc8dfc6c844e844957b1e8,,,,,"[""custody-outflow"",""secondary"",""unauthorized_bridge_operator_withdrawal""]","[""Compromise or misuse of the privileged HECO bridge operator key.""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x46f2ebab3a3195d2c790e45dfbb24bb38bb7886caafc8dfc6c844e844957b1e8"",""https://www.certik.com/blog/heco-bridge-exploit"",""https://www.htx.com/zh-cn/support/104954980569005""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000251,"[""EVT-000042""]",Ethereum,0x470646732ebeffb48c4063b0aea00b5137174a47bcd22fe49b4ab6186cf9551f,,,,,"[""message-processing"",""mint_or_release"",""secondary"",""withdrawal""]","[""Zero-root proof bypass enabled a helper call to process an unauthorized bridge message and release assets atomically""]",,candidate_anomaly,pending,[],200000000000000000000;2e+20,[],unpaired,"[""https://etherscan.io/tx/0x470646732ebeffb48c4063b0aea00b5137174a47bcd22fe49b4ab6186cf9551f"",""https://github.com/nomad-xyz/hack-data/blob/main/analysis/hack/transaction_hashes.json""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000252,"[""EVT-000022""]",Ethereum,0x478d83f2ad909c64a9a3d807b3d8399bb67a997f9721fc5580ae2c51fab92acf,,,,,"[""attack_seed"",""lock"",""source_deposit""]","[""Fake Lock Event"",""M5_source_authenticity"",""Unrealized fallback logic""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://qbt.wiki/en/incident/technical-analysis/""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000253,"[""EVT-000007""]",Ethereum,0x47f1fb95da94576105d92f6320f77c8e1d2bfb9f9944460822c8ecc90ee02339,,,,,"[""deposit"",""lock"",""secondary"",""source-side""]","[""Attack contract emitted fake ETH deposits that Bifrost credited although value was diverted back to the attacker."",""Fake Lock Event"",""Insecure call permission"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x47f1fb95da94576105d92f6320f77c8e1d2bfb9f9944460822c8ecc90ee02339"",""https://github.com/Xscope-Tool/Results#thorchain--2"",""https://medium.com/thorchain/post-mortem-eth-router-exploits-1-2-and-premature-return-to-trading-incident-2908928c5fb""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000254,"[""EVT-000147""]",Ethereum,0x480981f411e26d7f11e4d88db89b2aaf8a3826add4b0399e87b811cffdae33d8,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],90,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000255,"[""EVT-000159""]",Ethereum,0x49318c4f9cf5c8ea2246326a7bde6602205fbc630d9eea83d1452633f374cdf2,,,,,"[""Asset Extraction""]","[""Abnormal Withdrawal/Release""]",,candidate_anomaly,pending,[],0.07706285,[],unpaired,"[""https://hacked.slowmist.io/?c=Bridge"",""https://x.com/blockaid_/status/2081409252489298100""]",
TXN-000256,"[""EVT-000151""]",Ethereum,0x4986e4a4c8c541bc623bff9a6f1caa1795d92d0fcff8efef4d79d7ac4834ee61,,,,,"[""Asset Extraction""]","[""Abnormal Withdrawal/Release""]",,candidate_anomaly,pending,[],156832,[],unpaired,"[""https://hacked.slowmist.io/?c=Bridge"",""https://paragraph.com/@taiko-labs/taiko-security-incident-a-postmortem-and-next-steps""]",
TXN-000257,"[""EVT-000042""]",Ethereum,0x498a0778cc8448a10054d71508dee1a65b5f336daebba8ef859e712000391db9,,,,,"[""message-processing"",""mint_or_release"",""secondary"",""withdrawal""]","[""Zero-root proof bypass let the Replica process an unauthorized message and release bridge assets""]",,candidate_anomaly,pending,[],10000000000;10000000000.0,[],unpaired,"[""https://etherscan.io/tx/0x498a0778cc8448a10054d71508dee1a65b5f336daebba8ef859e712000391db9"",""https://github.com/nomad-xyz/hack-data/blob/main/analysis/hack/transaction_hashes.json"",""https://www.coinbase.com/en-gb/blog/nomad-bridge-incident-analysis""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000258,"[""EVT-000042""]",Ethereum,0x49eb90f1b2aec991b4224e4544c1509b82cf304cdc5500465aa6c59abf3dda89,,,,,"[""process_release"",""withdraw""]","[""M1_control_plane"",""Off-chain""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000259,"[""EVT-000195""]",Ethereum,0x4a14feea0bdd3d07eb6fe305938878c0cadbfa16904214e0afadad1d93704761,,,,,[],[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://www.certik.com/resources/blog/poly-network-incident-analysis""]",
TXN-000260,"[""EVT-000039""]",Ethereum,0x4a59c3e5c48ae796fe4482681c3da00c15b816d1af9d74210cca5e6ea9ced191,,,,,"[""bridge_multisig_execution"",""destination-side"",""secondary""]","[""Compromised validator keys satisfied the 2-of-5 multisig and executed an unauthorized bridge withdrawal.""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x4a59c3e5c48ae796fe4482681c3da00c15b816d1af9d74210cca5e6ea9ced191"",""https://medium.com/harmony-one/harmonys-horizon-bridge-hack-1e8d283b6d66"",""https://www.elliptic.co/hubfs/Harmony%20Horizon%20Bridge%20Hack%20P1%20briefing%20note%20final.pdf""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000261,"[""EVT-000151""]",Ethereum,0x4a5c6d40b7523c84eb5f140802d063029781e6b3b215de9ac9bfc03986da67d8,,,,,"[""Asset Extraction""]","[""Abnormal Withdrawal/Release""]",,candidate_anomaly,pending,[],26000,[],unpaired,"[""https://hacked.slowmist.io/?c=Bridge"",""https://paragraph.com/@taiko-labs/taiko-security-incident-a-postmortem-and-next-steps""]",
TXN-000262,"[""EVT-000199""]",Ethereum,0x4b4143cbe7f5475029cf23d6dcbb56856366d91794426f2e33819b9b1aac4e96,,,,,"[""lock""]","[""Insecure call permission""]",,candidate_anomaly,pending,[],,[],unpaired,[],
TXN-000263,"[""EVT-000042""]",Ethereum,0x4cc07aa123626e806531060660c607bc3656b6c8a597fb9a5d83d0aff8f21e54,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],1049947188403;1049947188403.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000264,"[""EVT-000147""]",Ethereum,0x4cf74260f406801fd0859b772b9c2d0cc8ae67e6806f4dff17f0c94e72528a05,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],110,[],unpaired,"[""https://forum.scrt.network/t/security-incident-axelar-secret-ibc-bridge-exploit-june-10-2026/7995"",""https://hacked.slowmist.io/?c=Bridge""]",
TXN-000265,"[""EVT-000076""]",Ethereum,0x4d346f63fe62fab8127e43a65af749af92185531d16b128ef782a2cdf88e80cd,,,,,"[""custody-outflow"",""secondary""]","[""Compromised or misused HECO bridge operator invoked withdrawToken"",""the successful target transaction released 346994 TUSD from the Ethereum bridge contract to the exploit recipient.""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x4d346f63fe62fab8127e43a65af749af92185531d16b128ef782a2cdf88e80cd"",""https://www.certik.com/blog/heco-bridge-exploit"",""https://www.htx.com/zh-cn/support/104954980569005""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000266,"[""EVT-000023""]",Ethereum,0x4d5201dd4a377f20e61fb8f42e6f929ec16bcec918f0584e39241d15b254a80f,,,,,"[""attack_or_exploit_tx"",""attack_seed""]",[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://rekt.news/wormhole-rekt/"",""https://techcrunch.com/2022/02/03/blockchain-bridge-wormhole-confirms-that-exploiter-stole-320-million-worth-of-crypto-assets/""]",
TXN-000267,"[""EVT-000131""]",Ethereum,0x4f52256ab6c8ab95d30cf994e0264f1de27e089764bb011824d5ddd47d9a1698,,,,,"[""attack_or_exploit_tx""]",[],,candidate_anomaly,pending,[],,[],unpaired,"[""https://www.blockaid.io/blog/how-a-single-layerzero-dvn-compromise-drained-292m-from-kelpdao""]",
TXN-000268,"[""EVT-000007""]",Ethereum,0x4f61a1590c4aa2a30ffab1735f5273b72bc1fbb63f90d5faf1b380312913bb55,,,,,"[""deposit"",""lock""]","[""Fake Lock Event"",""Insecure call permission"",""M5_source_authenticity""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000269,"[""EVT-000039""]",Ethereum,0x4ffe23abc37fcdb32e65af09117b9e44ecae82979d8df93884a5d3b5f698983e,,,,,"[""destination-side"",""secondary""]","[""Compromised 2-of-5 multisig executed an unauthorized FRAX withdrawal to the official culprit.""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://etherscan.io/tx/0x4ffe23abc37fcdb32e65af09117b9e44ecae82979d8df93884a5d3b5f698983e"",""https://medium.com/harmony-one/harmonys-horizon-bridge-hack-1e8d283b6d66"",""https://www.elliptic.co/hubfs/Harmony%20Horizon%20Bridge%20Hack%20P1%20briefing%20note%20final.pdf""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000270,"[""EVT-000022""]",Ethereum,0x501f8541dc7cc594cd0ee245c8710ca12084529b596a3fc0d702f4a77f70b848,,,,,"[""attack_seed"",""lock"",""source_deposit""]","[""Fake Lock Event"",""M5_source_authenticity"",""Unrealized fallback logic""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://qbt.wiki/en/incident/technical-analysis/""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000271,"[""EVT-000042""]",Ethereum,0x5062970c064c3ebcf0d7d44e5dfa758efe69b8322770395412d8c538e1232984,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],1049947188403;1049947188403.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000272,"[""EVT-000151""]",Ethereum,0x50ba4f0feeea6a22e61e5379f5350a60a049379613d06d0d07018650bbf03efd,,,,,"[""Asset Extraction""]","[""Abnormal Withdrawal/Release""]",,candidate_anomaly,pending,[],126161,[],unpaired,"[""https://hacked.slowmist.io/?c=Bridge"",""https://paragraph.com/@taiko-labs/taiko-security-incident-a-postmortem-and-next-steps""]",
TXN-000273,"[""EVT-000003""]",Ethereum,0x514c90c817c270663513e91492d77e9f7282598f5afc3711800e311b6e00be99,,,,,"[""deposit"",""lock"",""secondary""]","[""Fake Deposit Event"",""M5_source_authenticity"",""Missing check for important fields""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://blog.thorchain.org/eth-parsing-error-and-exploit"",""https://etherscan.io/tx/0x514c90c817c270663513e91492d77e9f7282598f5afc3711800e311b6e00be99"",""https://slowmist.medium.com/slowmist-analysis-of-three-consecutive-attacks-on-thorchain-6223f1c691be""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000274,"[""EVT-000158""]",Ethereum,0x51b1c8341da4092b7d1e0e4865f7b318de4e96245358b05b2bff2df50adaf0c9,,,,,"[""Exploitation""]","[""Abnormal Message/Proof""]",,candidate_anomaly,pending,[],未核实,[],unpaired,"[""https://hacked.slowmist.io/?c=Bridge"",""https://www.certik.com/blog/verus-incident-analysis""]",
TXN-000275,"[""EVT-000078""]",Ethereum,0x51ce3d9cfc85c1f6a532b908bb2debb16c7569eb8b76effe614016aac6635f65,,,,,"[""attack_seed"",""lock"",""withdraw""]","[""Insecure call permission"",""Withdraw""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://rekt.news/hypr-network-rekt/""]",
TXN-000276,"[""EVT-000141""]",Ethereum,0x5227406f83df1177b1e7aed72b59f0329c77bf24915ef555c4bfc8c88bc72364,,,,,"[""Fund Transfer/Laundering""]","[""Abnormal Asset Transfer""]",,associated,pending,[],10,[],unpaired,"[""https://hacked.slowmist.io/?c=Bridge&page=2"",""https://ourcryptotalk.com/news/butter-bridge-exploit-mints-1-quadrillion-mapo-tokens""]",
TXN-000277,"[""EVT-000042""]",Ethereum,0x53fd92771d2084a9bf39a6477015ef53b7f116c79d98a21be723d06d79024cad,,,,,"[""attack_or_exploit_tx"",""governance_or_upgrade""]","[""M8_unresolved"",""Nomad Bridge Exploit Incident Analysis""]",,candidate_anomaly,pending,[],,[],unpaired,"[""https://www.certik.com/blog/nomad-bridge-exploit-incident-analysis""]",源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000278,"[""EVT-000042""]",Ethereum,0x54d9b3faa3031442337f6abfd0ff3b7bb83329f21e2d0896f1f146456697aa9d,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],202440725413;202440725413.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000279,"[""EVT-000042""]",Ethereum,0x5562487c9c2425d92f12e672d3a0841500bfd2ddfa5ac501626d4ec96886c24a,,,,,"[""process_release"",""withdraw""]","[""M1_control_plane"",""Off-chain""]",,candidate_anomaly,pending,[],,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000280,"[""EVT-000042""]",Ethereum,0x5584ec473d8d69b9d3035ccfd2c3bb598a40e3e430a197d3afa40c9fccba3ca2,,,,,"[""mint_or_release"",""withdrawal""]",[],,candidate_anomaly,pending,[],1049947188403;1049947188403.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
TXN-000281,"[""EVT-000042""]",Ethereum,0x568ab1cff56a1d57a420cf37325ea0888de9234fc4d7ee9591af55340a1a5411,,,,,"[""process_release"",""withdraw"",""withdrawal""]","[""M1_control_plane"",""Off-chain""]",,candidate_anomaly,pending,[],202440725413;202440725413.0,[],unpaired,[],源 target_times 未能独立确认是实际 UTC 交易时间，timestamp 留空。
